A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testSubBuild,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,90,101,90,101,0.537684,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,123,131,123,131,0.562715,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,134,142,134,142,0.569054,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testFilenameAsParam,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,173,185,173,185,0.551106,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testFilenameAsParamNoSetting,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,188,198,188,198,0.553519,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testFilenameAndFiledirAsParam,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,201,211,201,211,0.553519,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testgenericantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,57,66,57,66,0.561077,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,69,83,69,83,0.561077,
testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,173,185,173,185,testFilesOnlyDoesntCauseRecreate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,170,179,170,179,0.545570,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,0.979934,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopydirTest.java,77,83,77,83,0.552206,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyfileTest.java,69,74,69,74,0.553771,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testPassFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CVSPassTest.java,79,86,79,86,0.536652,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,0.505973,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,0.505973,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testManifestOnlyJar,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,282,287,282,287,0.671643,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,test10,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,132,136,132,136,0.537055,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\i18n\TranslateTest.java,52,57,52,57,0.621859,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testIso8859_1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\Native2AsciiTest.java,49,54,49,54,0.666565,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,0.707195,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,0.707195,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testNoAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,51,58,51,58,0.632478,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,61,68,61,68,0.632478,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,71,77,71,77,0.632478,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDeleteRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,80,87,80,87,0.632478,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDefaultMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,112,117,112,117,0.614805,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testCustomMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,120,125,120,125,0.596809,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testTypedMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,128,133,128,133,0.596809,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testGZipResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,179,183,179,183,0.666922,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,getTargetTime,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TouchTest.java,55,61,55,61,0.706529,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testLogoExtraction,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,93,98,93,98,0.672213,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,101,105,101,105,0.590111,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testPatternSetExcludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,104,109,104,109,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testPatternSetIncludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,115,120,115,120,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testTwoPatternSets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,137,142,137,142,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testPatternSetSlashOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,170,175,170,175,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testFlattenMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,191,196,191,196,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,221,226,221,226,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,245,250,245,250,0.502177,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.541558,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testDefaultExcludesAndUpdate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,213,218,213,218,0.566320,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testRegexpMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,267,273,267,273,0.607791,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testUncompressSource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\TarResourceTest.java,50,54,50,54,0.669761,
testNoOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,194,199,194,199,testContainsRegexp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,42,48,42,48,0.575609,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopydirTest.java,77,83,77,83,0.572946,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyfileTest.java,69,74,69,74,0.574569,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testFileResourcePlain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,190,196,190,196,0.539072,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testFileResourceWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,200,206,200,206,0.539072,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testPathAsResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,222,228,222,228,0.539072,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testZipfileset,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,231,237,231,237,0.539072,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testPassFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CVSPassTest.java,79,86,79,86,0.536658,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testManifestOnlyJar,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,282,287,282,287,0.688951,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testCompleteDirectoryMove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,104,112,104,112,0.504218,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,test10,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,132,136,132,136,0.516426,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\i18n\TranslateTest.java,52,57,52,57,0.640542,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,66,72,66,72,0.514626,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,118,123,118,123,0.514626,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testFlip,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,126,131,126,131,0.502890,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,70,76,70,76,0.514626,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,107,112,107,112,0.514626,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testIso8859_1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\Native2AsciiTest.java,49,54,49,54,0.681418,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,0.692936,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,0.692936,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testNoAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,51,58,51,58,0.651941,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,61,68,61,68,0.651941,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,71,77,71,77,0.651941,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDeleteRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,80,87,80,87,0.651941,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDefaultMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,112,117,112,117,0.614801,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testCustomMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,120,125,120,125,0.596806,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testTypedMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,128,133,128,133,0.596806,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testGZipResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,179,183,179,183,0.652375,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,getTargetTime,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TouchTest.java,55,61,55,61,0.706524,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testEncoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,81,86,81,86,0.518825,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testLogoExtraction,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,93,98,93,98,0.657959,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,101,105,101,105,0.609222,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testPatternSetExcludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,104,109,104,109,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testPatternSetIncludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,115,120,115,120,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testTwoPatternSets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,137,142,137,142,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testPatternSetSlashOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,170,175,170,175,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testFlattenMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,191,196,191,196,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,221,226,221,226,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,245,250,245,250,0.502174,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.554679,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testDefaultExcludesAndUpdate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,213,218,213,218,0.566316,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testRegexpMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,267,273,267,273,0.593512,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testUncompressSource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\TarResourceTest.java,50,54,50,54,0.652381,
testOverwrite,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,202,207,202,207,testContainsRegexp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,42,48,42,48,0.551786,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopydirTest.java,77,83,77,83,0.778976,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyfileTest.java,69,74,69,74,0.781183,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFilterSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,120,127,120,127,0.640881,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,130,137,130,137,0.640881,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,156,161,156,161,0.954465,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testPassFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CVSPassTest.java,79,86,79,86,0.832002,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testPassFileDuplicateEntry,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CVSPassTest.java,89,97,89,97,0.734102,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testPassFileMultipleEntry,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CVSPassTest.java,100,108,100,108,0.645623,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,test3,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MkdirTest.java,59,64,59,64,0.758810,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFilterSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,50,56,50,56,0.640881,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,59,65,59,65,0.640881,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testBuildfile - if,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\XMLFormatterWithCDATAOnSystemOut.java,64,74,64,74,0.622929,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,0.700640,
