A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,0.700640,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,test7,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,112,119,112,119,0.717120,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testGZipResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,179,183,179,183,0.755423,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,getTargetTime,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TouchTest.java,55,61,55,61,0.519009,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testLogoExtraction,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,93,98,93,98,0.749771,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testCircularReferenceCheckDir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,88,94,88,94,0.518467,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testCircularReferenceCheckFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,97,103,97,103,0.518045,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFileList,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\PathTest.java,547,556,547,556,0.588519,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFileSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\PathTest.java,559,568,559,568,0.590515,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testurloutput,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\ResourceOutputTest.java,119,131,119,131,0.619669,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,44,51,44,51,0.613656,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testNonImmediateBasedir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,54,61,54,61,0.623411,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testFile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,64,69,64,69,0.606773,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testBasedirAndName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,72,77,72,77,0.591301,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testNonImmediateBasedirAndName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,80,85,80,85,0.598046,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testProjectAndFilename,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,88,95,88,95,0.535730,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testNullArgs,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\FileUtilsTest.java,342,349,342,349,0.590982,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,testGetXyzSource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\LoaderUtilsTest.java,32,41,32,41,0.533062,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,detectsFileTypeOfDirectoryFromPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\PermissionUtilsTest.java,83,90,83,90,0.600464,
testTranscoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ConcatTest.java,270,276,270,276,detectsFileTypeOfDirectoryFromResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\PermissionUtilsTest.java,93,100,93,100,0.606612,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testType,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,66,72,66,72,0.996543,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopydirTest.java,77,83,77,83,0.542948,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyfileTest.java,69,74,69,74,0.544486,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testFilterSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,120,127,120,127,0.523667,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\CopyTest.java,130,137,130,137,0.523667,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,test4,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\DirnameTest.java,71,76,71,76,0.512063,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\DynamicTest.java,39,45,39,45,0.989021,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ExecStreamRedirectorTest.java,27,32,27,32,0.552022,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testIfAndUnless,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\FailTest.java,91,104,91,104,0.693612,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,test7,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\GetTest.java,109,117,109,117,0.540876,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,0.907384,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,0.907384,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,0.517941,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,0.588905,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,0.549364,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,0.549364,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,0.618332,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,0.618332,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,0.638475,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,0.618332,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,0.618332,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,0.953413,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,0.953413,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,0.618332,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testPseudoTahoeRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,159,170,159,170,0.635373,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testPseudoTahoeNested,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,173,184,173,184,0.635373,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,0.953413,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testFilterSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,50,56,50,56,0.523667,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,59,65,59,65,0.523667,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,0.590724,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNormalRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,175,183,175,183,0.584360,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testSupergrammarChangeRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,187,196,187,196,0.584360,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,test1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\i18n\TranslateTest.java,52,57,52,57,0.594520,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testForkedCapture,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,108,115,108,115,0.641770,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testCheckNonDuplicateAntJar,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,596,602,596,602,0.679335,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testTestCountFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,65,70,65,70,0.613773,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testStartTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,73,78,73,78,0.538041,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testEndTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,81,86,81,86,0.538041,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoFullLogOutputMagicPropertyWins,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,104,110,104,110,0.576853,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,setupTrackerProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junitlauncher\JUnitLauncherTaskTest.java,325,330,325,330,0.523958,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testIso8859_1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\Native2AsciiTest.java,49,54,49,54,0.595053,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testTimezonePut,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,560,566,560,566,0.544665,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testTimezoneGet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\net\FTPTest.java,575,581,575,581,0.541715,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\PropertyFileTest.java,51,59,51,59,0.527107,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,0.536729,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,0.536729,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testSingle,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\unix\SymlinkTest.java,76,83,76,83,0.710314,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ParallelTest.java,65,76,65,76,0.562779,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testNoAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,51,58,51,58,0.606908,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,61,68,61,68,0.606908,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,71,77,71,77,0.606908,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testDeleteRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,80,87,80,87,0.606908,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.574370,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testSimpleCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,43,48,43,48,0.679895,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testGZipResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,179,183,179,183,0.614413,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testGlobal,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TypedefTest.java,73,79,73,79,0.718845,
testBasic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReferenceTest.java,48,53,48,53,testLocal,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TypedefTest.java,82,88,82,88,0.718845,
