A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testNested4,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\FailTest.java,136,145,136,145,testNested7,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\FailTest.java,162,171,162,171,1.000000,
assertEqualContent,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\FixCrLfTest.java,234,247,234,247,assertEqualContent,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,144,156,144,156,1.000000,
test7,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\GetTest.java,109,117,109,117,test6,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestTest.java,146,156,146,156,0.939895,
notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,1.000000,
notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,0.936382,
notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,0.936382,
notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,0.936382,
notTestImportInTargetWithEffect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,80,85,80,85,testLoadManifest,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,41,49,41,49,0.926031,
testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,0.936382,
testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,0.936382,
testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,0.936382,
testImportInSequential,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,96,102,96,102,testLoadManifest,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,41,49,41,49,0.926031,
testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,0.952479,
testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,0.907216,
testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,0.907216,
testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,0.953420,
testNoVersionInfoIgnore,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,302,307,302,307,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.951455,
testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,0.952479,
testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,0.952479,
testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,0.923989,
testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,testDoubleDef,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,116,121,116,121,0.923186,
testNoVersionInfoWarn,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,310,315,310,315,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.998924,
testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,1.000000,
testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,0.916750,
testNoVersionInfoNoStrict,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,318,323,318,323,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.951455,
testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,0.916750,
testHasVersionInfo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,326,331,326,331,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.951455,
testModulesourcepathAndSrcDirForbidden,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JavacTest.java,253,261,253,261,testModulesourcepathAndSourcepathForbidden,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\JavacTest.java,264,272,264,272,0.989691,
targets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MakeUrlTest.java,61,68,61,68,targets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\DescriptionTest.java,38,45,38,45,1.000000,
targets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MakeUrlTest.java,61,68,61,68,targets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\PolyTest.java,39,46,39,46,1.000000,
testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,1.000000,
testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,0.972222,
testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,1.000000,
testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,1.000000,
testBadDirectory,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,57,66,57,66,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,1.000000,
testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,0.972222,
testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,1.000000,
testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,1.000000,
testBadNoProperty,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,69,78,69,78,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,1.000000,
testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,0.972222,
testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,0.972222,
testBadPropertyExists,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,81,90,81,90,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,0.972222,
testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,1.000000,
testBadNoJarfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,93,102,93,102,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,1.000000,
testBadNoClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,105,114,105,114,testParentLevel2TooDeep,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,147,156,147,156,1.000000,
testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,1.000000,
testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,1.000000,
testParentLevel1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,117,129,117,129,testLoadManifest,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,41,49,41,49,0.906533,
testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,1.000000,
testParentLevel2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,132,144,132,144,testLoadManifest,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,41,49,41,49,0.906533,
testPseudoTahoeRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,159,170,159,170,testPseudoTahoeNested,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,173,184,173,184,1.000000,
testParentLevel2WithJars,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestClassPathTest.java,187,201,187,201,testLoadManifest,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,41,49,41,49,0.906533,
test6,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestTest.java,146,156,146,156,testDefaultBadClass,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RmicAdvancedTest.java,231,240,231,240,0.921954,
testOrder1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestTest.java,299,317,299,317,testOrder2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ManifestTest.java,323,341,323,341,1.000000,
testFilterSet,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,50,56,50,56,testFilterChain,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,59,65,59,65,1.000000,
testDirectoryRetaining,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,85,92,85,92,testCompleteDirectoryMove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,104,112,104,112,0.984031,
testDirectoryRetaining,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,85,92,85,92,testPathElementMove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,115,122,115,122,1.000000,
testCompleteDirectoryMove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,104,112,104,112,testPathElementMove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,115,122,115,122,0.984031,
testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,testNormalRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,175,183,175,183,0.953598,
testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,testSupergrammarChangeRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,187,196,187,196,0.953598,
testNoRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,167,172,167,172,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.910400,
testNormalRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,175,183,175,183,testSupergrammarChangeRecompile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ANTLRTest.java,187,196,187,196,1.000000,
testDirect,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,67,79,67,79,testClosure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,85,96,85,96,0.977054,
testClosure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,85,96,85,96,testNonPublic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,186,197,186,197,0.903261,
testInner,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,102,111,102,111,testInnerInner,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,118,127,118,127,1.000000,
testInner,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,102,111,102,111,testNonPublic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,186,197,186,197,0.943690,
testInnerInner,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,118,127,118,127,testNonPublic,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,186,197,186,197,0.943690,
getResultFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\depend\DependTest.java,155,160,155,160,getFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\optional\depend\ClassFileSetTest.java,141,147,141,147,0.970627,
compareFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\i18n\TranslateTest.java,59,85,59,85,compareFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FilterSetTest.java,199,225,199,225,0.942017,
testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,66,72,66,72,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,118,123,118,123,1.000000,
testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,66,72,66,72,testFlip,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,126,131,126,131,0.991489,
testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,66,72,66,72,testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,70,76,70,76,1.000000,
testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,66,72,66,72,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,107,112,107,112,1.000000,
testOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,75,87,75,87,testDrawOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,90,102,90,102,1.000000,
testOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,75,87,75,87,testOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,79,91,79,91,1.000000,
testDrawOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,90,102,90,102,testOverwriteTrue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,79,91,79,91,1.000000,
testOverwriteFalse,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,105,115,105,115,testOverwriteFalse,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,94,104,94,104,1.000000,
testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,118,123,118,123,testFlip,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,126,131,126,131,0.991489,
testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,118,123,118,123,testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,70,76,70,76,1.000000,
testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,118,123,118,123,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,107,112,107,112,1.000000,
testFlip,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,126,131,126,131,testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,70,76,70,76,0.991489,
testFlip,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,126,131,126,131,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,107,112,107,112,0.991489,
testFailOnError,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageIOTest.java,134,143,134,143,testFailOnError,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,116,125,116,125,0.981147,
testSimpleScale,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,70,76,70,76,testSimpleScaleWithMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\image\ImageTest.java,107,112,107,112,1.000000,
testModulePathNeedsFork,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,433,443,433,443,testUpgradeModulePathNeedsFork,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,446,456,446,456,0.994118,
testJunitOnCpArguments,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,459,515,459,515,testJunitOnMpArguments,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskTest.java,518,572,518,572,0.991248,
testTestCountFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,65,70,65,70,testStartTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,73,78,73,78,0.980348,
testTestCountFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,65,70,65,70,testEndTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,81,86,81,86,0.980348,
testTestCountFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,65,70,65,70,testNoFullLogOutputMagicPropertyWins,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,104,110,104,110,0.953772,
testStartTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,73,78,73,78,testEndTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,81,86,81,86,1.000000,
testStartTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,73,78,73,78,testNoFullLogOutputMagicPropertyWins,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,104,110,104,110,0.924281,
testEndTestFired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,81,86,81,86,testNoFullLogOutputMagicPropertyWins,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestListenerTest.java,104,110,104,110,0.924281,
testValidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,46,50,46,50,testInvalidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,54,60,54,60,0.960435,
testValidMethod,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,46,50,46,50,testSkipNonTestsNoTestCase,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunnerTest.java,105,109,105,109,0.950451,
