A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
sameDefinition,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\PreSetDef.java,268,272,268,272,similarDefinition,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\PreSetDef.java,283,288,283,288,0.931334,
addConfigured,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\Replace.java,872,880,872,880,add,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\SQLExec.java,336,346,336,346,0.903696,
setupRmicCommand - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\rmic\DefaultRmicAdapter.java,236,247,236,247,setupRmicCommand - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\rmic\DefaultRmicAdapter.java,249,260,249,260,1.000000,
execute - for - if - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\SubAnt.java,247,255,247,255,execute - for - if - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\SubAnt.java,255,264,255,264,0.944635,
createMapper,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\UpToDate.java,129,136,129,136,createMapper,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\MappingSelector.java,62,68,62,68,0.951220,
createMapper,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\taskdefs\UpToDate.java,129,136,129,136,createMapper,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\PresentSelector.java,85,91,85,91,0.951220,
setRefid,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,120,131,120,131,setRefid,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Files.java,84,95,84,95,0.941858,
createPatternSet,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,175,183,175,183,createPatternSet,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Files.java,101,110,101,110,0.918937,
mergePatterns,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,964,972,964,972,mergePatterns,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Files.java,434,443,434,443,0.972492,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,122,131,122,131,0.969536,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,48,56,48,56,0.916763,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\ExtendSelector.java,103,112,103,112,0.969536,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,207,217,207,217,1.000000,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,137,146,137,146,1.000000,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\ExtendSelector.java,118,126,118,126,0.962720,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,188,197,188,197,1.000000,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,0.915928,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,241,253,241,253,1.000000,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,289,301,289,301,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.923186,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.902894,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,453,468,453,468,0.938444,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,size,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,357,366,357,366,0.926971,
checkArchiveAttributesAllowed,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,576,584,576,584,checkTarFileSetAttributesAllowed,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\TarFileSet.java,263,271,263,271,0.970588,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,0.915928,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,241,253,241,253,0.915928,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,289,301,289,301,0.915928,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.915928,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.931855,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.911372,
getResourceFiles,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,212,218,212,218,getResourceDirectories,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,226,232,226,232,0.929164,
applyAssertions,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Assertions.java,164,182,164,182,applyAssertions,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Assertions.java,209,227,209,227,0.964634,
getCommandline,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Commandline.java,359,363,359,363,getCommandline,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,497,504,497,504,0.974913,
haveClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,782,785,782,785,haveModulepath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,806,811,806,811,0.937240,
haveClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,782,785,782,785,haveUpgrademodulepath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,818,822,818,822,0.937240,
haveModulepath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,806,811,806,811,haveUpgrademodulepath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\CommandlineJava.java,818,822,818,822,0.914894,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\DirSet.java,67,73,67,73,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FileSet.java,66,72,66,72,0.980769,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,122,131,122,131,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\ExtendSelector.java,103,112,103,112,1.000000,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,122,131,122,131,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,207,217,207,217,0.969536,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,137,146,137,146,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\ExtendSelector.java,118,126,118,126,0.962720,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,137,146,137,146,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,188,197,188,197,1.000000,
setType,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,76,84,76,84,setType,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,54,62,54,62,1.000000,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,88,120,88,120,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,66,96,66,96,0.946490,
executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,94,100,94,100,executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Ellipse.java,60,65,60,65,0.944953,
executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,94,100,94,100,executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Ellipse.java,37,42,37,42,0.944953,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,108,118,108,118,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Ellipse.java,72,82,72,82,1.000000,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Arc.java,108,118,108,118,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Rectangle.java,103,114,103,114,1.000000,
getColorByName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\ColorMapper.java,69,102,69,102,getColorByName,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\ColorMapper.java,69,102,69,102,1.000000,
executeTransformOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Draw.java,85,97,85,97,executeTransformOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Draw.java,81,97,81,97,0.913686,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Ellipse.java,55,84,55,84,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Ellipse.java,32,59,32,59,0.934122,
executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Ellipse.java,60,65,60,65,executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,72,78,72,78,0.944953,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Ellipse.java,72,82,72,82,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Rectangle.java,103,114,103,114,1.000000,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Rectangle.java,72,116,72,116,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rectangle.java,50,91,50,91,0.962055,
executeTransformOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Rotate.java,72,86,72,86,executeTransformOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rotate.java,115,129,115,129,0.905468,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Rotate.java,101,111,101,111,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rotate.java,139,149,139,149,0.981818,
getWidth,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Scale.java,79,88,79,88,getWidth,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Scale.java,77,86,77,86,1.000000,
getHeight,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Scale.java,94,102,94,102,getHeight,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Scale.java,92,100,92,100,1.000000,
executeTransformOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Scale.java,146,158,146,158,executeTransformOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Scale.java,143,153,143,153,0.922730,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Scale.java,163,174,163,174,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Scale.java,158,169,158,169,0.979592,
executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Text.java,95,124,95,124,executeDrawOperation,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Text.java,93,122,93,122,0.995922,
createFont,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\image\Text.java,126,135,126,135,createFont,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Text.java,124,133,124,133,1.000000,
executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,72,78,72,78,executeDrawOperation - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Ellipse.java,37,42,37,42,0.944953,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,86,94,86,94,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Ellipse.java,49,57,49,57,1.000000,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Arc.java,86,94,86,94,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rectangle.java,81,89,81,89,1.000000,
executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Ellipse.java,49,57,49,57,executeDrawOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rectangle.java,81,89,81,89,1.000000,
executeTransformOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Rotate.java,116,126,116,126,executeTransformOperation - for,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\imageio\Scale.java,144,151,144,151,0.926696,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,241,253,241,253,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,289,301,289,301,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.925926,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.923186,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.902894,
setIncludes - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,342,347,342,347,setExcludes - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,360,365,360,365,0.933333,
getIncludePatterns,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,465,472,465,472,getExcludePatterns,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,479,486,479,486,0.924528,
readFiles - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,526,539,526,539,readFiles - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PatternSet.java,540,553,540,553,0.913580,
createInputFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,392,401,392,401,createOutputFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,407,416,407,416,0.980769,
createInputFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,392,401,392,401,createErrorFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,422,431,422,431,0.980769,
createOutputFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,407,416,407,416,createErrorFilterChain,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\RedirectorElement.java,422,431,422,431,0.980769,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,48,56,48,56,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,207,217,207,217,0.916763,
